#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link
137,Co3O4,peroxidase,7,26.9,26.9,26.9,naked,poly(N-Vinylpyrrolidone),0,1300000,0.012,no,TMB + H2O2,0.0003,0.0062,0.005,0.0108761,4,40,,33.8,https://doi.org/10.1016/j.apsusc.2016.12.067
138,Co3O4,peroxidase,7,20,20,20,naked,0,0,0,0.037,0.0000627,TMB + H2O2,0.02,0.5,50,0.01,5,25,,,https://doi.org/10.1039/C2CC17013B
139,Co3O4,peroxidase,7,20,20,20,naked,0,0,0,140.07,0.000121,H2O2 + TMB,0.001,2 000.0000,0.25,0.01,5,25,,,https://doi.org/10.1039/C2CC17013B
140,Co3O4,peroxidase,7,125,35.7,35.7,naked,0,0,0,0.0151,no,TMB + H2O2,0.25,1,880,0.0102719,4,30,,28.44,https://doi.org/10.1021/ie403554v
141,Co3O4,peroxidase,7,125,35.7,35.7,naked,0,0,0,0.8268,no,H2O2 + TMB,0.04,0.25,2.8,0.0102719,4,30,,28.44,https://doi.org/10.1021/ie403554v
142,Co3O4,peroxidase,7,68.4,642.2,642.2,naked,therabloat,0,12600,0.082,0.0000655,TMB + H2O2,0.01,0.4,2,0.01,6,25,,244.4,https://doi.org/10.1039/C8NR06162A
143,Co3O4,peroxidase,7,68.4,642.2,642.2,naked,therabloat,0,12600,2.22,0.0001182,H2O2 + TMB,0.001,5,0.25,0.01,6,25,,244.4,https://doi.org/10.1039/C8NR06162A
144,Co3O4,peroxidase,7,360,360,360,naked,0,0,0,0.283,0.0001052,TMB + H2O2,0.08,2,10,0.03,4.5,30,,,https://doi.org/10.1016/j.bios.2020.112342
145,Co3O4,peroxidase,7,360,360,360,naked,0,0,0,5.9322,0.0000985,H2O2 + TMB,0.286,100,0.5,0.03,4.5,30,,,https://doi.org/10.1016/j.bios.2020.112342
146,Co3O4,peroxidase,7,30,3000,3000,naked,0,0,0,0.12,0.000000332,TMB + H2O2,0.55,0.8,25,0.04,4.4,40,,68.81,https://doi.org/10.1039/C1JM14253D
147,Co3O4,peroxidase,7,30,3000,3000,naked,0,0,0,245,0.000285,H2O2 + TMB,0.001,1 000.0000,0.8,0.04,4.4,40,,68.81,https://doi.org/10.1039/C1JM14253D
148,CeO2,peroxidase,7,215,50,50,naked,0,0,0,0.3,0.0000843,TMB + H2O2,0.1,0.6,3.5,no,4.5,32.5,,,https://doi.org/10.1039/C9NJ05955E
149,CeO2,peroxidase,7,215,50,50,naked,0,0,0,2.97,0.0000767,H2O2 + TMB,1,5,0.3,no,4.5,32.5,,,https://doi.org/10.1039/C9NJ05955E
150,CeO2,peroxidase,7,215,50,50,naked,0,0,0,0.12,0.000035,TMB + H2O2,0.1,0.6,3.5,no,7.4,32.5,,,https://doi.org/10.1039/C9NJ05955E
151,CeO2,peroxidase,7,215,50,50,naked,0,0,0,0.62,0.0000313,H2O2 + TMB,0.3,0.3,3.5,no,7.4,32.5,,,https://doi.org/10.1039/C9NJ05955E
152,CeO2,peroxidase,7,32.7,10,10,naked,0,0,0,0.24,0.000004,TMB + H2O2,0.01,2.5,1 000.000,0.025,4,25,,95.4,https://doi.org/10.1038/srep35344
153,CeO2,peroxidase,7,13,13,13,naked,0,0,0,0.217,0.000082,TMB + H2O2,0.01,2.5,1 000.000,0.025,4,25,,70.9,https://doi.org/10.1038/srep35344
154,CeO2,peroxidase,7,13,13,13,naked,0,0,0,153.6,0.000122,H2O2 + TMB,0.001,2 000.0000,500,0.025,4,25,,70.9,https://doi.org/10.1038/srep35344
155,CeO2,peroxidase,7,12,12,12,naked,0,0,0,0.046,0.0000094,TMB + H2O2,0.01,0.8,50,0.6,4,45,,,https://doi.org/10.1039/C2AY25511A
156,CeO2,peroxidase,7,12,12,12,naked,0,0,0,64.6,0.0000507,H2O2 + TMB,10,120,5,0.6,4,45,,,https://doi.org/10.1039/C2AY25511A
157,CeO2,peroxidase,7,17,17,17,naked,0,0,0,0.269,0.00001135,TMB + H2O2,0.1,1,250,0.3,3.8,25,15.899,60.8,https://doi.org/10.1016/j.snb.2016.08.094
158,CeO2,peroxidase,7,17,17,17,naked,0,0,0,3.182,0.00000926,H2O2 + TMB,2,63,1,0.3,3.8,25,15.899,60.8,https://doi.org/10.1016/j.snb.2016.08.094
159,CeO2,peroxidase,7,47,4,4,naked,0,0,0,0.274,0.0000159,TMB + H2O2,0.05,6,25,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049
160,CeO2,peroxidase,7,47,4,4,naked,0,0,0,0.278,0.0000087,H2O2 + TMB,1,12,2.5,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049
161,CeO2,peroxidase,7,100,21,24,naked,0,0,0,0.0753,0.000000401,TMB + H2O2,0.01,0.05,25,0.04,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046
162,CeO2,peroxidase,7,100,21,24,naked,0,0,0,0.958,0.00000259,H2O2 + TMB,2,12,0.05,0.04,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046
163,CeO2,peroxidase,7,54,54,54,naked,poly(N-Vinylpyrrolidone) ,0,,0.67,0.0000038,TMB + H2O2,0.05,1,50,0.1662434,3.5,40,,14.5,https://doi.org/10.1016/j.jtice.2017.12.011
164,CeO2,peroxidase,7,54,54,54,naked,poly(N-Vinylpyrrolidone) ,0,,2.5,0.0001667,H2O2 + TMB,0.5,4,100,0.1662434,3.5,40,,14.5,https://doi.org/10.1016/j.jtice.2017.12.011
165,Fe3O4,peroxidase,7,590,590,590,naked,0,tetramethylethylenediamine,116.24,3.33,0.0000026,TMB + H2O2,0.05,1,50,0.1662434,3.5,40,,10.6,https://doi.org/10.1016/j.jtice.2017.12.011
166,Fe3O4,peroxidase,7,590,590,590,naked,0,tetramethylethylenediamine,116.24,3.75,0.0000833,H2O2 + TMB,0.5,4,100,0.1662434,3.5,40,,10.6,https://doi.org/10.1016/j.jtice.2017.12.011
167,CeO2,peroxidase,7,6,6,6,naked,0,0,0,1.87,0.00000259,TMB + H2O2,5,40,882,0.002,7.5,30,,,https://doi.org/10.1039/C8NJ00097B
168,CeO2,peroxidase,7,12.4,12.4,12.4,naked,0,0,0,12.45,0.00000259,DAB + H2O2,5,40,882,0.002,7.5,30,,,https://doi.org/10.1039/C8NJ00097B
169,CeO2,peroxidase,7,60,8,8,naked,0,0,0,0.147,0.00000259,TMB + H2O2,0.2,1.8,100,0.0002,4,37,,141,https://doi.org/10.1016/j.biomaterials.2015.04.039
170,CeO2,peroxidase,7,60,8,8,naked,0,0,0,293,0.00000259,H2O2 + TMB,0.001,100,0.8,0.0002,4,37,,141,https://doi.org/10.1016/j.biomaterials.2015.04.039
171,CuO,peroxidase,2,6,6,6,naked,0,0,0,0.016,no,TMB + H2O2,0.01,0.7,1 500.000,0.004,4,37,,173,https://doi.org/10.1039/C2AN35072F
172,CuO,peroxidase,2,6,6,6,naked,0,0,0,41,no,H2O2 + TMB,1,400,0.665,0.004,4,37,,173,https://doi.org/10.1039/C2AN35072F
173,CuO,peroxidase,2,21,14.5,14.5,naked,0,0,0,0.14,0.0000145,TMB + H2O2,0.05,4.4,3.3,0.5408329,4,25,,18,https://doi.org/10.1002/cjoc.201300683
174,CuO,peroxidase,2,30,30,30,naked,0,0,0,0.013,no,TMB + H2O2,0.01,0.7,1 500.000,0.04,4,40,,,https://doi.org/10.1002/cctc.201100064
175,CuO,peroxidase,2,30,30,30,naked,0,0,0,85.6,no,H2O2 + TMB,50,2 200.0000,0.665,0.04,4,40,,,https://doi.org/10.1002/cctc.201100064
176,MnO2,peroxidase,4,500,45,45,naked,0,0,0,0.08,0.0006,ABTS + H2O2,0.001,1,3,0.005,4,25,,,https://doi.org/10.1016/j.snb.2017.06.096
177,MnO2,peroxidase,4,500,45,45,naked,0,0,0,0.06,0.0006,H2O2 + TMB,0.01,3,1,0.005,4,25,,,https://doi.org/10.1016/j.snb.2017.06.096
178,MnO2,peroxidase,4,50,50,3,naked,0,0,0,0.08,0.00035,TMB + H2O2,0.01,0.6,10,0.02,4,25,,,https://doi.org/10.1002/adfm.201800018
179,MnO2,peroxidase,4,50,50,3,naked,0,0,0,0.09,0.00034,H2O2 + TMB,0.1,10,0.6,0.02,4,25,,,https://doi.org/10.1002/adfm.201800018
180,Pd,peroxidase,7,13.3,13.3,13.3,naked,0,0,0,0.74,0.0000442,TMB + H2O2,0.01,0.8,327,0.00167,4,30,,,https://doi.org/10.1007/s10853-018-2657-x
181,CeO2,peroxidase,7,58.5,13.5,13.5,naked,0,0,0,0.45,0.0000154,TMB + H2O2,0.01,0.8,327,0.00167,4,27.5,,,https://doi.org/10.1007/s10853-018-2657-x
182,Pd,peroxidase,7,13.3,13.3,13.3,naked,0,0,0,4.5,0.0000084,H2O2 + TMB,0.001,800,0.167,0.00167,4,30,,,https://doi.org/10.1007/s10853-018-2657-x
183,CeO2,peroxidase,7,58.5,13.5,13.5,naked,0,0,0,28.63,0.000005,H2O2 + TMB,0.001,500,0.167,0.00167,4,27.5,,,https://doi.org/10.1007/s10853-018-2657-x
184,V2O5,peroxidase,3,2000,100,100,naked,0,0,0,0.0004,no,ABTS + H2O2,0.001,0.68,1,0.02,4,25,,,https://doi.org/10.1002/adfm.201001302
185,V2O5,peroxidase,3,2000,100,100,naked,0,0,0,0.0029,no,H2O2 + TMB,0.001,1,0.68,0.02,4,25,,,https://doi.org/10.1002/adfm.201001302
186,VO,peroxidase,7,3.39,3.39,3.39,naked,0,0,0,0.0843,0.002809,H2O2 + TMB,0.005,0.15,1,0.2,3,30,,,https://doi.org/10.1016/j.microc.2019.104352
187,VO,peroxidase,7,3.39,3.39,3.39,naked,0,0,0,0.238,0.00273,TMB + H2O2,0.01,0.9,0.3,0.2,3,30,,,https://doi.org/10.1016/j.microc.2019.104352
188,VO2,peroxidase,4,150,40,25,naked,0,0,0,0.165,0.000024,TMB + H2O2,0.05,0.3,5,0.0029703,4,25,,,https://doi.org/10.1039/C5RA11014A
189,VO2,peroxidase,4,150,40,25,naked,0,0,0,0.058,0.000014,H2O2 + TMB,0.01,5,0.1,0.0029703,4,25,,,https://doi.org/10.1039/C5RA11014A
190,VO2,peroxidase,2,700,103.1,103.1,naked,0,0,0,0.146,0.00000131,TMB + H2O2,0.05,0.3,5,0.01,5,25,,,https://doi.org/10.1039/C3TA15051H
191,VO2,peroxidase,2,700,103.1,103.1,naked,0,0,0,1.69,0.00000177,H2O2 + TMB,0.1,5,0.1,0.01,5,25,,,https://doi.org/10.1039/C3TA15051H
192,UO2,peroxidase,7,240,240,240,naked,0,0,0,6.423,0.00000584,H2O2 + TMB,1,7,0.4,4.8,4.5,25,,1958,https://doi.org/10.1007/s00604-019-3624-1
193,UO2,peroxidase,7,240,240,240,naked,0,0,0,0.549,0.00000629,TMB + H2O2,0.1,0.6,4.5,4.8,4.5,25,,1958,https://doi.org/10.1007/s00604-019-3624-1
194,Ir,peroxidase,7,2.4,2.4,2.4,naked,0,0,0,0.12,0.0001256,TMB + H2O2,0.001,0.25,2,0.00012,4,20,,,https://doi.org/10.1039/D0RA05342B
195,Ir,peroxidase,7,2.4,2.4,2.4,naked,0,0,0,3.27,0.0002257,H2O2 + TMB,0.001,2.5,0.25,0.00012,4,20,,,https://doi.org/10.1039/D0RA05342B
196,Fe3O4,peroxidase,7,10,10,10,naked,0,0,0,1.22,0.00439,ABTS + H2O2,0.1,2.5,40,0.04,3.5,25,36,120,https://doi.org/10.3390/nano10020313
197,Cu2O,peroxidase,7,200,200,200,naked,0,0,0,0.256,0.00000758,TMB + H2O2,0.001,5,5,10,4,40,,13.03,https://doi.org/10.1039/D0TB03005H
198,Cu2O,peroxidase,7,200,200,200,naked,0,0,0,0.86,0.0000181,H2O2 + TMB,0.001,5,5,10,4,40,,13.03,https://doi.org/10.1039/D0TB03005H
199,Cu2O,peroxidase,7,200,200,200,naked,0,0,0,0.128,0.0000111,TMB + H2O2,0.001,5,5,10,4,40,,22.16,https://doi.org/10.1039/D0TB03005H
200,Cu2O,peroxidase,7,200,200,200,naked,0,0,0,0.729,0.0000268,H2O2 + TMB,0.001,5,5,10,4,40,,22.16,https://doi.org/10.1039/D0TB03005H
201,Cu2O,peroxidase,7,800,800,800,naked,0,0,0,0.9,0.0001017,TMB + H2O2,0.1,1,25,0.025,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990
202,Cu2O,peroxidase,7,800,800,800,naked,0,0,0,20.38,0.0000838,H2O2 + TMB,2,50,0.7,0.025,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990
203,Au-Cu2O,peroxidase,7,850,850,850,naked,0,0,0,0.21,0.0000608,TMB + H2O2,0.1,1,25,0.025,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990
204,Au-Cu2O,peroxidase,7,850,850,850,naked,0,0,0,10.56,0.0000668,H2O2 + TMB,2,50,0.7,0.025,4,50,,,https://doi.org/10.1016/j.talanta.2020.121990
205,RuO2,peroxidase,7,2,2,2,naked,0,0,0,0.099,0.00021,TMB + H2O2,0.1,1,1,0.02,3,25,,14.46,https://doi.org/10.1021/acsami.0c07886
206,RuO2,peroxidase,7,2,2,2,naked,0,0,0,0.146,0.00021,H2O2 + TMB,0.1,1,0.3,0.02,3,25,,14.46,https://doi.org/10.1021/acsami.0c07886
207,Au-CeO2,peroxidase,7,75,75,75,naked,0,Cetrimonium bromide,364.45,0.29,0.000039,TMB + H2O2,0.05,5,2 000.000,0.04,4,45,,,https://doi.org/10.1016/j.jcis.2017.11.064
208,Au-CeO2,peroxidase,7,75,75,75,naked,0,Cetrimonium bromide,364.45,44.69,0.0000223,H2O2 + TMB,0.06,3,1,0.04,4,45,,,https://doi.org/10.1016/j.jcis.2017.11.064
209,ZnCo2O4,peroxidase,7,250,250,250,naked,poly(ethylene oxide),0,200,0.23,0.0000475,H2O2 + TMB,1,8,50,1,5,45,,,https://doi.org/10.1016/j.talanta.2020.121680
210,ZnCo2O4,peroxidase,7,250,250,250,naked,poly(ethylene oxide),0,200,0.4,0.000059,OPD + H2O2,0.5,10,100,1,5,45,,,https://doi.org/10.1016/j.talanta.2020.121680
211,LaCoO3,peroxidase,5,70,70,70,naked,0,Citric acid,192.12,0.24,0.000349,TMB + H2O2,0.05,0.6,100,0.01,6,25,,,https://doi.org/10.1039/C7NJ01177F
212,LaCoO3,peroxidase,5,70,70,70,naked,0,Citric acid,192.12,15,0.00035,H2O2 + TMB,5,120,25,0.01,6,25,,,https://doi.org/10.1039/C7NJ01177F
213,LaNiO3,peroxidase,7,600,600,600,naked,poly(N-Vinylpyrrolidone),0,58000,0.105,0.000362,TMB + H2O2,0.001,0.6,40,0.02,4.5,37,,3.11,https://doi.org/10.7150/thno.19257
214,LaNiO3,peroxidase,7,600,600,600,naked,poly(N-Vinylpyrrolidone),0,58000,90.05,0.0026,H2O2 + TMB,0.001,500,1,0.02,4.5,37,,3.11,https://doi.org/10.7150/thno.19257
215,CeVO4,peroxidase,4,80,10,10,naked,0,EDTA,292.24,1.326,0.0000361,TMB + H2O2,0.1,0.8,2,0.3,4,25,,30.17,https://doi.org/10.1039/C6TB01881E
216,CeVO4,peroxidase,4,80,10,10,naked,0,EDTA,292.24,0.157,0.0000853,H2O2 + TMB,0.1,50,0.8,0.3,4,25,,30.17,https://doi.org/10.1039/C6TB01881E
217,Tb2(MoO4)3,peroxidase,4,300,300,40,naked,0,0,0,0.911,0.0000101,TMB + H2O2,0.001,0.14,0.2,5,4,25,,,https://doi.org/10.1016/j.saa.2017.06.006
218,Tb2(MoO4)3,peroxidase,4,300,300,40,naked,0,0,0,0.035,0.0000268,H2O2 + TMB,0.001,0.016,1.3,5,4,25,,,https://doi.org/10.1016/j.saa.2017.06.006
219,Ni0.84Pd,peroxidase,5,40,40,40,naked,0,trisodium citrate,192.12,0.11,0.0000152,TMB + H2O2,0.01,0.5,50,0.0036,5,25,,,https://doi.org/10.1039/C6CC00194G
220,Ni0.84Pd,peroxidase,5,40,40,40,naked,0,trisodium citrate,192.12,0.66,0.0002618,H2O2 + TMB,0.001,1.8,0.25,0.0036,5,25,,,https://doi.org/10.1039/C6CC00194G
221,NiTe,peroxidase,5,5000,45,45,naked,0,0,0,0.011,0.0000427,ABTS + H2O2,0.001,60,0.1,2,4,30,,,https://doi.org/10.1039/C4CC06684G
222,NiTe,peroxidase,7,30,30,30,naked,0,Sodium citrate,192.12,1.361,0.003097,TMB + H2O2,0.001,1.2,1 000.000,0.1,4,22,,,https://doi.org/10.1002/adhm.201500173
223,Pt,peroxidase,7,2,2,2,naked,0,trisodium citrate,192.12,0.42,0.0000302,TMB + H2O2,0.001,3.2,500,0.0162,5,22,-47.6,,https://doi.org/10.1016/j.aca.2014.10.011
223,Pt,peroxidase,7,2,2,2,naked,0,trisodium citrate,192.12,84.07,0.000037326,H2O2 + TMB,0.001,700,0.416,0.0162,5,22,-47.6,,https://doi.org/10.1016/j.aca.2014.10.011
224,Pt,peroxidase,7,3,3,3,naked,0,0,0,0.096,0.0001414,TMB + H2O2,0.05,0.6,10,0.5,5,30,,,https://doi.org/10.1021/acsami.7b01616
225,Pt,peroxidase,7,3,3,3,naked,0,0,0,3.07,0.0001817,H2O2 + TMB,0.001,20,0.5,0.5,5,30,,,https://doi.org/10.1021/acsami.7b01616
226,Ru,peroxidase,2,25,25,25,naked,0,0,0,0.234,0.0000825,TMB + H2O2,0.05,0.15,0.1,0.01,7.4,22,-37.7,,https://doi.org/10.1039/C7RA10370K
227,Ru,peroxidase,2,25,25,25,naked,0,0,0,2.206,0.000582667,H2O2 + TMB,0.05,0.2,0.1,0.01,7.4,22,-37.7,,https://doi.org/10.1039/C7RA10370K
228,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000,0.155,0.0000832,TMB + H2O2,0.05,2,1 000.000,0.11,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
229,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000,191,0.0000638,H2O2 + TMB,50,2 000.0000,0.5,0.07,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
230,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000,0.197,0.000147,TMB + H2O2,0.05,2,1 000.000,0.11,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
231,Au,peroxidase,,8.1,8.1,8.1,poly(ethylene oxide),0,0,6000,175,0.0000876,H2O2 + TMB,50,2 000.0000,0.5,0.07,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
232,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,0.134,0.0000965,TMB + H2O2,0.05,2,1 000.000,0.11,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
233,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,213,0.000106,H2O2 + TMB,50,2 000.0000,0.5,0.07,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
234,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,0.168,0.000131,TMB + H2O2,0.05,2,1 000.000,0.11,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
235,Au,peroxidase,,15.3,15.3,15.3,trisodium citrate,0,0,192.12,196,0.0000983,H2O2 + TMB,50,2 000.0000,0.5,0.07,4,37,,,https://doi.org/10.1007/s13205-017-1082-1
236,CeO2,peroxidase,7,5,5,5,naked,0,0,17.99,0.062,0.00055,ABTS + H2O2,0.0001,1.5,5,0.01,4,25,,,https://doi.org/10.1039/C6NR02730J
237,CeO2,peroxidase,7,5,5,5,naked,0,0,17.99,0.14,0.000063,TMB + H2O2,0.0001,1.5,0.01,0.01,4,25,,,https://doi.org/10.1039/C6NR02730J
238,CeO2,peroxidase,7,200,21,21,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,1.06,0.000269,TMB + H2O2,0.005,0.03,0.01,0.04,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046
239,CeO2,peroxidase,7,200,21,21,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,36.6,0.00000496,H2O2 + TMB,1,12,0.05,0.04,3.8,40,,,https://doi.org/10.1016/j.msec.2015.10.046
240,CeO2,peroxidase,7,4,4,4,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0854,0.00435,TMB + H2O2,1,6,0.05,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049
241,CeO2,peroxidase,7,4,4,4,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.254,0.0000131,H2O2 + TMB,1,12,0.05,0.0057143,3.8,40,,,https://doi.org/10.1016/j.snb.2016.09.049
242,Fe3O4,peroxidase,7,500,500,500,Adenosine triphosphate,0,0,551.14,0.088,0.00000406,TMB + H2O2,0.001,0.8,0.01,0.05,4,25,,,https://doi.org/10.1021/acs.analchem.9b04116
243,Fe3O4,peroxidase,7,500,500,500,Adenosine triphosphate,0,0,551.14,30.24,0.00000342,H2O2 + TMB,0.001,200,0.5,0.05,4,25,,,https://doi.org/10.1021/acs.analchem.9b04116
244,Fe3O4,peroxidase,7,30,30,30,sodium citrate,0,0,192.12,0.24,0.00017,TMB + H2O2,0.001,3,0.01,0.35,7.4,37,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
245,Fe3O4,peroxidase,7,40,40,40,dextran,0,0,14400,0.3,0.000125,TMB + H2O2,0.001,3,0.01,0.35,7.4,37,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
246,Fe3O4,peroxidase,7,40,40,40,Heparin,0,0,15000,0.22,0.00024,TMB + H2O2,0.001,3,0.01,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
247,Fe3O4,peroxidase,7,40,40,40,Glycine,0,0,75.07,0.55,0.000096,TMB + H2O2,0.001,3,0.01,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
248,Fe3O4,peroxidase,7,40,40,40,poly(L-lysine),0,0,10000,0.69,0.000046,TMB + H2O2,0.001,3,0.01,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
249,Fe3O4,peroxidase,7,40,40,40,Poly(ethylenimine),0,0,10000,0.71,0.000042,TMB + H2O2,0.001,3,0.01,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
250,Fe3O4,peroxidase,7,30,30,30,sodium citrate,0,0,192.12,0.73,0.000145,ABTS + H2O2,0.001,2.5,0.005,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
251,Fe3O4,peroxidase,7,40,40,40,dextran,0,0,14400,0.81,0.000115,ABTS + H2O2,0.001,2.5,0.005,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
252,Fe3O4,peroxidase,7,40,40,40,Heparin,0,0,15000,0.96,0.000052,ABTS + H2O2,0.001,2.5,0.005,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
253,Fe3O4,peroxidase,7,40,40,40,Glycine,0,0,75.07,0.2,0.000297,ABTS + H2O2,0.001,2.5,0.005,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
254,Fe3O4,peroxidase,7,40,40,40,poly(L-lysine),0,0,10000,0.19,0.00045,ABTS + H2O2,0.001,2.5,0.005,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
255,Fe3O4,peroxidase,7,40,40,40,Poly(ethylenimine),0,0,10000,0.12,0.00061,ABTS + H2O2,0.001,2.5,0.005,11.6666667,7.4,25,,,https://doi.org/10.1016/j.biomaterials.2009.05.005
256,Fe3O4,peroxidase,7,3.5,3.5,3.5,Dopamine,0,0,153.18,0.0028,0.0000142,H2O2 + TMB,0,0.0001,3.65,0.02,4.6,25,,,https://doi.org/10.1088/1361-6463/aa5bf6
257,MnFe2O4,peroxidase,7,2.7,2.7,2.7,Dopamine,0,0,153.18,0.0003,0.0001192,H2O2 + TMB,0,0.0001,3.65,0.02,4.6,25,,,https://doi.org/10.1088/1361-6463/aa5bf6
258,NiFe2O4,peroxidase,7,2.6,2.6,2.6,Dopamine,0,0,153.18,0.0003,0.0000396,H2O2 + TMB,0,0.0001,3.65,0.02,4.6,25,,,https://doi.org/10.1088/1361-6463/aa5bf6
259,CuFe2O4,peroxidase,7,2.3,2.3,2.3,Dopamine,0,0,153.18,0.0012,0.0000823,H2O2 + TMB,0,0.0001,3.65,0.02,4.6,25,,,https://doi.org/10.1088/1361-6463/aa5bf6
260,CoFe2O4,peroxidase,7,2.2,2.2,2.2,Dopamine,0,0,153.18,0.0052,0.000239,H2O2 + TMB,0,0.0001,3.65,0.02,4.6,25,,,https://doi.org/10.1088/1361-6463/aa5bf6
261,Ir,peroxidase,0,3.5,3.5,3.5,tannic acid,0,0,1701.19,0.03,0.000017,TMB + H2O2,0.025,0.3,5,0.00003844,4,35,,,https://doi.org/10.1016/j.snb.2016.11.145
262,Ir,peroxidase,0,3.5,3.5,3.5,tannic acid,0,0,1701.19,18.02,0.000081,H2O2 + TMB,2.5,30,0.12,0.00003844,4,35,,,https://doi.org/10.1016/j.snb.2016.11.145
263,FeWO4,peroxidase,2,15.7,15.7,15.7,poly(ethylene oxide),oleic acid,0,282.5,0.03,0.0001225,TMB + H2O2,0.05,0.5,0.1,151.8413,4,25,,,https://doi.org/10.1002/smll.202003496
264,FeWO4,peroxidase,2,15.7,15.7,15.7,poly(ethylene oxide),oleic acid,0,282.5,3.26,0.00435,H2O2 + TMB,0.005,0.1,0.3,151.8413,4,25,,,https://doi.org/10.1002/smll.202003496
265,Fe2O3,peroxidase,7,250,250,250,Dopamine,0,0,153.18,0.0992,0.00000156,TMB + H2O2,0.1,1,700,0.015,3.6,25,,,https://doi.org/10.1021/acsanm.0c02807
266,Fe2O3,peroxidase,7,250,250,250,Dopamine,0,0,153.18,114,0.00000197,H2O2 + TMB,100,1 000.0000,0.9,0.015,3.6,25,,,https://doi.org/10.1021/acsanm.0c02807
267,CeO2,oxidase,,5,5,5,naked,0,0,0,0.18,0.0012,ABTS,0.0001,1.5,0,0.01,4,25,,,https://doi.org/10.1039/C6NR02730J
268,CeO2,oxidase,,5,5,5,naked,0,0,0,1.5,0.000069,TMB,0.0001,1.5,0,0.01,4,25,,,https://doi.org/10.1039/C6NR02730J
269,Mn3O4,oxidase,4,150,150,150,naked,0,0,0,0.025,0.0000507,TMB,0.03,1,0,0.005,3.5,35,,,https://doi.org/10.1039/C5AY01732G
270,MnO2,oxidase,4,70,70,70,naked,0,0,0,0.0612,0.000306,AR,0.0025,0.1,0,0.05,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061
271,Fe3O4,oxidase,7,35,35,35,naked,0,0,0,0.0963,0.0000011,AR,0.0025,0.1,0,0.05,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061
272,Mn2Fe2O5,oxidase,7,75,75,75,naked,0,0,0,0.0342,0.000244,AR,0.0025,0.1,0,0.05,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061
273,Mn2Fe2O5,oxidase,7,51,51,51,naked,0,0,0,0.0401,0.00031,AR,0.0025,0.1,0,0.05,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061
274,Mn2Fe2O5,oxidase,7,39,39,39,naked,0,0,0,0.0486,0.000625,AR,0.0025,0.1,0,0.05,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061
